shopid,buyerid,register_date,country
2576,2674,6/10/2020,SG
2696,1749,10/8/2019,ID
2057,3430,1/3/2019,MY
2033,3593,3/5/2018,MY
2648,1138,11/11/2020,ID
2903,2222,10/24/2021,SG
2303,4255,3/27/2019,PH
2107,3042,2/11/2019,MY
2916,1438,3/3/2021,ID
2383,4251,4/5/2020,PH
2934,4636,6/6/2020,SZ
2258,4777,2/3/2018,SZ
2801,1532,2/24/2019,ID
2204,3506,2/28/2018,MY
2222,4159,12/13/2019,PH
2394,3314,8/12/2019,MY
2888,1157,6/1/2018,ID
2230,2739,7/29/2018,SG
2159,1790,11/26/2019,ID
2850,1173,5/25/2019,ID
2348,1966,12/3/2019,ID
2708,2963,9/17/2019,SG
2478,4341,11/9/2021,PH
2614,3211,8/28/2020,MY
2645,4138,3/4/2018,PH
2654,4804,9/11/2020,SZ
2571,2108,7/7/2021,SG
2877,2727,12/19/2021,SG
2276,1473,2/6/2020,ID
2336,2873,8/20/2018,SG
2490,1403,6/26/2021,ID
2951,2903,5/16/2018,SG
2785,4257,10/21/2020,PH
2530,2542,4/28/2020,SG
2817,2566,1/19/2020,SG
2643,2678,11/12/2019,SG
2533,3461,3/11/2019,MY
2554,4395,8/1/2020,PH
2171,1815,12/15/2018,ID
2802,4576,9/19/2021,SZ
2412,2824,7/17/2021,SG
2146,3274,5/18/2018,MY
2454,3594,4/1/2018,MY
2839,4883,8/7/2021,SZ
2961,4467,10/13/2020,PH
2185,2369,10/14/2020,SG
2215,1195,4/8/2021,ID
2328,2384,3/15/2018,SG
2561,3731,6/10/2021,MY
2605,1347,3/20/2018,ID
2560,4940,12/22/2018,SZ
2897,4481,11/11/2018,PH
2514,3980,3/4/2019,MY
2089,1333,2/4/2021,ID
2622,4350,1/7/2021,PH
2078,3545,7/2/2021,MY
2491,3456,8/10/2021,MY
2108,3210,6/6/2021,MY
2759,3961,10/18/2021,MY
2177,2812,1/22/2019,SG
2373,3602,8/2/2021,MY
2095,1630,4/18/2018,ID
2003,3527,4/23/2019,MY
2493,4316,4/30/2020,PH
2772,2888,4/4/2019,SG
2142,1593,11/5/2020,ID
2226,1743,12/9/2018,ID
2343,1400,7/13/2019,ID
2790,1348,1/20/2021,ID
2754,2583,4/25/2019,SG
2271,4069,3/13/2021,PH
2924,3619,8/13/2021,MY
2316,4218,4/28/2019,PH
2671,2875,5/18/2020,SG
2981,3922,8/10/2018,MY
2062,1967,6/1/2020,ID
2113,4590,9/8/2021,SZ
2442,3420,8/23/2021,MY
2191,4719,6/27/2019,SZ
2994,3955,10/19/2019,MY
2297,2337,12/10/2021,SG
2565,1118,7/18/2020,ID
2223,4748,10/16/2021,SZ
2020,2919,7/2/2019,SG
2184,3031,2/19/2020,MY
2094,1584,4/2/2020,ID
2391,2579,2/2/2019,SG
2825,1156,3/17/2019,ID
2048,1602,10/12/2018,ID
2352,1334,5/28/2020,ID
2519,3191,12/4/2019,MY
2507,1467,8/24/2021,ID
2146,4681,6/30/2019,SZ
2296,2731,5/2/2021,SG
2591,2187,9/18/2019,SG
2640,3654,12/20/2019,MY
2168,1666,5/28/2018,ID
2834,1292,2/18/2021,ID
2841,4467,3/24/2019,PH
2479,3801,11/6/2020,MY
2235,1428,4/10/2019,ID
2479,2814,12/22/2020,SG
2871,2818,2/27/2020,SG
2973,2784,11/23/2019,SG
2946,1676,11/19/2020,ID
2886,3400,5/16/2020,MY
2271,2176,5/29/2020,SG
2490,3761,12/16/2019,MY
2646,2514,3/11/2020,SG
2191,2469,4/6/2020,SG
2452,4687,2/1/2018,SZ
2887,1069,1/9/2019,ID
2768,4668,10/22/2021,SZ
2455,2026,6/15/2021,SG
2389,2954,6/19/2018,SG
2027,1817,2/26/2020,ID
2962,1198,8/6/2018,ID
2676,1218,7/12/2020,ID
2694,4826,12/7/2020,SZ
2140,1554,12/17/2020,ID
2136,4008,7/6/2018,PH
2645,4659,7/21/2020,SZ
2386,4457,10/15/2018,PH
2234,2734,12/12/2018,SG
2584,1761,6/7/2018,ID
2688,2281,1/17/2020,SG
2689,4979,8/10/2019,SZ
2782,3427,10/8/2019,MY
2288,4837,5/27/2018,SZ
2577,1334,2/12/2019,ID
2809,3678,12/1/2021,MY
2739,2781,10/4/2018,SG
2966,3293,12/26/2021,MY
2039,4699,12/29/2018,SZ
2174,2380,2/18/2021,SG
2086,1040,5/30/2018,ID
2524,3881,10/31/2018,MY
2770,3819,3/15/2020,MY
2339,4679,10/22/2021,SZ
2481,2030,9/18/2019,SG
2596,4127,7/7/2018,PH
2913,1398,5/31/2018,ID
2715,1022,8/24/2019,ID
2793,1257,9/14/2021,ID
2741,2001,9/20/2018,SG
2536,3484,3/21/2018,MY
2087,1939,5/23/2020,ID
2065,3297,6/25/2018,MY
2655,4109,7/23/2018,PH
2418,2480,5/14/2019,SG
2964,3420,9/22/2020,MY
2437,4262,3/12/2021,PH
2311,2055,5/11/2019,SG
2011,4417,7/30/2021,PH
2321,2879,3/27/2019,SG
2714,4744,6/26/2021,SZ
2256,2693,11/27/2019,SG
2652,2229,7/8/2021,SG
2668,3131,11/2/2019,MY
2154,1744,7/10/2020,ID
2946,3315,9/28/2020,MY
2665,1599,12/28/2019,ID
2160,3489,9/2/2018,MY
2068,4147,3/26/2020,PH
2179,1675,12/16/2019,ID
2340,3766,1/14/2021,MY
2394,3344,4/18/2019,MY
2422,2400,8/13/2018,SG
2902,4142,8/1/2020,PH
2814,2209,10/25/2021,SG
2685,4038,9/21/2020,PH
2187,4515,10/5/2018,SZ
2944,1809,4/9/2018,ID
2688,4766,12/12/2020,SZ
2646,1156,6/3/2018,ID
2957,2427,9/18/2020,SG
2979,4860,2/5/2020,SZ
2055,3611,12/5/2019,MY
2073,1325,11/28/2018,ID
2267,2560,4/23/2020,SG
2016,2093,12/15/2020,SG
2412,4274,2/27/2018,PH
2654,1598,11/10/2019,ID
2236,2343,1/24/2018,SG
2284,3057,5/16/2018,MY
2829,4804,11/29/2020,SZ
2290,4009,8/27/2021,PH
2053,3722,4/12/2018,MY
2348,4404,2/24/2020,PH
2720,1047,9/25/2020,ID
2352,2807,12/5/2019,SG
2051,2150,7/22/2021,SG
2444,4745,10/21/2020,SZ
2447,2118,5/22/2020,SG
2190,2504,7/25/2019,SG
2740,3393,9/17/2019,MY
2281,3091,12/24/2019,MY
2687,4351,7/15/2021,PH
2377,1202,4/23/2018,ID
2464,3611,1/28/2021,MY
2678,3805,3/14/2018,MY
2661,3604,8/13/2019,MY
2786,3912,4/11/2020,MY
2752,1379,3/5/2020,ID
2101,2431,1/4/2018,SG
2488,1881,10/4/2021,ID
2719,1676,1/29/2019,ID
2960,1778,4/18/2018,ID
2811,3369,5/11/2020,MY
2561,3760,12/19/2021,MY
2270,4828,5/15/2021,SZ
2780,4950,11/16/2018,SZ
2518,4354,2/17/2018,PH
2235,2279,11/26/2020,SG
2737,1849,5/26/2018,ID
2068,4067,11/2/2018,PH
2734,2778,12/20/2019,SG
2524,3935,4/30/2019,MY
2683,1072,1/22/2018,ID
2532,1023,12/12/2020,ID
2514,3036,5/6/2021,MY
2154,3079,3/7/2019,MY
2458,4155,4/28/2021,PH
2435,4310,4/20/2021,PH
2297,3398,7/3/2021,MY
2231,2395,3/20/2020,SG
2322,2984,6/7/2019,SG
2108,4215,11/4/2019,PH
2608,1678,11/2/2020,ID
2745,3698,7/24/2020,MY
2224,2988,2/18/2021,SG
2586,2610,9/14/2019,SG
2621,3397,9/13/2018,MY
2593,1700,1/22/2020,ID
2840,4358,7/26/2019,PH
2609,3470,12/9/2019,MY
2599,1345,2/12/2020,ID
2738,2117,9/1/2021,SG
2174,1630,10/2/2019,ID
2499,3515,1/14/2019,MY
2438,2422,2/20/2019,SG
2410,4193,1/1/2019,PH
2479,4599,1/29/2018,SZ
2890,4089,11/16/2018,PH
2054,2224,12/12/2019,SG
2078,1318,8/30/2018,ID
2304,3404,6/17/2020,MY
2946,1245,3/16/2020,ID
2092,2781,4/17/2021,SG
2479,3680,4/22/2021,MY
2261,2143,1/8/2018,SG
2433,2769,10/7/2018,SG
2692,3672,8/1/2020,MY
2794,1147,8/28/2021,ID
2047,2418,8/31/2019,SG
2280,3402,12/27/2020,MY
2980,3347,8/21/2019,MY
2284,4861,4/1/2018,SZ
2960,2668,8/8/2021,SG
2715,2938,1/12/2020,SG
2140,2775,1/6/2021,SG
2649,3066,11/5/2019,MY
2172,3679,11/5/2021,MY
2777,3764,5/12/2021,MY
2601,1178,9/7/2021,ID
2630,1437,9/30/2018,ID
2769,1021,5/5/2021,ID
2049,4015,7/22/2020,PH
2296,2700,9/28/2021,SG
2978,3263,12/20/2021,MY
2769,4590,4/18/2018,SZ
2205,4934,2/1/2019,SZ
2077,4964,4/14/2018,SZ
2389,2651,3/8/2018,SG
2956,2134,4/10/2018,SG
2561,1528,8/28/2020,ID
2307,1764,9/24/2021,ID
2242,1579,5/18/2020,ID
2417,4343,9/3/2021,PH
2938,4632,9/12/2021,SZ
2942,1923,3/8/2021,ID
2368,4578,8/5/2018,SZ
2286,1277,10/13/2021,ID
2892,4847,7/21/2020,SZ
2640,2103,2/1/2021,SG
2848,4598,9/10/2019,SZ
2739,4704,2/26/2019,SZ
2413,3416,6/17/2018,MY
2584,1675,2/1/2018,ID
2171,4381,4/19/2018,PH
2425,4855,10/21/2018,SZ
2146,4291,9/6/2020,PH
2862,1524,12/5/2021,ID
2914,2092,7/8/2021,SG
2715,4264,2/13/2020,PH
2484,4496,11/17/2020,PH
2504,4279,12/26/2021,PH
2562,3563,1/31/2021,MY
2985,1966,7/8/2018,ID
2595,3454,1/26/2019,MY
2248,3479,12/16/2019,MY
2030,2543,11/19/2021,SG
2084,4087,4/5/2020,PH
2988,3041,8/8/2019,MY
2151,2070,12/21/2019,SG
2889,1835,2/19/2020,ID
2898,1743,8/22/2020,ID
2629,3361,1/30/2020,MY
2219,2838,12/7/2019,SG
2395,1368,2/6/2020,ID
2720,2690,9/18/2021,SG
2897,2006,9/15/2021,SG
2606,3995,11/17/2018,MY
2203,1074,3/22/2019,ID
2668,4684,9/21/2021,SZ
2051,2888,9/22/2019,SG
2843,2560,11/26/2020,SG
2881,4931,5/16/2019,SZ
2342,1969,12/28/2021,ID
2075,2071,9/15/2020,SG
2955,2199,10/21/2018,SG
2071,2952,4/16/2020,SG
2126,3654,9/6/2020,MY
2890,3770,9/2/2020,MY
2907,3595,9/24/2021,MY
2054,4354,3/28/2020,PH
2064,3332,9/25/2018,MY
2638,1902,1/6/2020,ID
2024,2409,8/21/2020,SG
2342,3874,10/15/2020,MY
2600,4075,6/23/2021,PH
2792,2673,9/16/2019,SG
2783,4200,4/3/2018,PH
2145,1437,2/6/2021,ID
2849,3760,9/9/2020,MY
2123,2795,4/19/2019,SG
2469,4929,9/9/2021,SZ
2514,3271,11/21/2020,MY
2839,4502,2/4/2019,SZ
2397,2740,2/9/2020,SG
2330,2625,1/14/2020,SG
2451,1062,6/24/2018,ID
2932,3663,6/9/2019,MY
2737,3835,11/21/2020,MY
3000,3408,5/20/2021,MY
2045,1510,10/16/2019,ID
2559,3582,3/26/2018,MY
2073,3898,10/24/2020,MY
2681,2160,10/16/2018,SG
2048,3918,7/11/2019,MY
2614,4898,5/30/2018,SZ
2521,1391,10/28/2019,ID
2824,2278,1/17/2020,SG
2676,2961,4/25/2021,SG
2406,3416,9/6/2019,MY
2871,2027,12/6/2018,SG
2440,2953,10/20/2020,SG
2296,2384,12/12/2021,SG
2501,3696,10/22/2020,MY
2784,1080,12/26/2019,ID
2529,1743,5/14/2020,ID
2862,1393,4/5/2018,ID
2075,2502,4/1/2020,SG
2926,4895,12/3/2018,SZ
2643,1988,6/2/2019,ID
2992,1462,11/17/2018,ID
2853,4521,6/22/2018,SZ
2072,1472,5/2/2018,ID
2934,1690,9/17/2018,ID
2257,4692,10/2/2019,SZ
2463,2596,7/12/2021,SG
2303,4787,7/26/2018,SZ
2606,3872,9/21/2019,MY
2627,2256,5/6/2018,SG
2756,4102,4/5/2019,PH
2145,2356,4/2/2021,SG
2804,4271,11/27/2021,PH
2461,1190,8/29/2018,ID
2362,4044,6/21/2018,PH
2813,3301,2/19/2018,MY
2343,1553,7/1/2020,ID
2608,3467,2/1/2019,MY
2489,3444,5/6/2021,MY
2151,4404,12/24/2018,PH
2333,3140,2/11/2018,MY
2727,3035,12/18/2020,MY
2165,4077,8/31/2020,PH
2577,1666,10/6/2018,ID
2575,3099,12/2/2019,MY
2451,2795,1/19/2020,SG
2072,3468,1/27/2020,MY
2343,2405,12/3/2021,SG
2065,4541,8/22/2021,SZ
2155,1981,8/30/2020,ID
2091,3817,2/23/2020,MY
2230,4578,4/13/2018,SZ
2727,3449,12/26/2021,MY
2240,1753,12/27/2019,ID
2889,3468,8/28/2020,MY
2024,2945,10/3/2019,SG
2813,3625,12/9/2021,MY
2662,3212,2/15/2019,MY
2760,3862,5/7/2021,MY
2950,3451,9/6/2018,MY
2527,2742,5/6/2020,SG
2841,4942,8/4/2020,SZ
2588,3598,9/3/2019,MY
2375,3474,11/2/2018,MY
2937,1908,8/7/2020,ID
2490,4073,12/5/2021,PH
2117,2890,12/22/2019,SG
2413,1655,12/6/2018,ID
2601,2690,10/25/2018,SG
2882,3610,3/17/2020,MY
2019,3668,3/19/2020,MY
2203,2842,10/26/2020,SG
2187,4805,6/2/2018,SZ
2266,4807,11/6/2018,SZ
2433,4128,8/15/2020,PH
2595,2708,7/28/2021,SG
2736,4626,3/17/2019,SZ
2090,2131,2/10/2020,SG
2809,1276,8/16/2019,ID
2544,2193,3/6/2019,SG
2719,2173,2/22/2018,SG
2328,3530,4/10/2019,MY
2448,3182,10/20/2019,MY
2395,4628,1/5/2021,SZ
2584,4962,12/18/2020,SZ
2083,4551,8/27/2021,SZ
2235,2695,11/23/2018,SG
2666,3351,9/10/2019,MY
2550,3690,5/19/2021,MY
2029,3639,10/17/2018,MY
2926,4583,1/21/2019,SZ
2472,4531,2/24/2019,SZ
2830,2986,7/12/2021,SG
2763,1324,8/31/2020,ID
2709,1449,2/13/2018,ID
2848,2500,4/19/2021,SG
2259,1493,3/20/2018,ID
2115,2740,10/26/2021,SG
2127,4232,7/1/2018,PH
2035,4192,3/26/2020,PH
2524,2269,10/18/2019,SG
2705,4706,2/18/2020,SZ
2354,3415,1/31/2018,MY
2964,1187,8/9/2019,ID
2752,2117,6/6/2021,SG
2330,2128,1/31/2018,SG
2739,1659,7/1/2019,ID
2535,2063,12/29/2018,SG
2038,4237,1/26/2018,PH
2744,4057,7/31/2021,PH
2645,3594,3/30/2021,MY
2154,2633,11/16/2021,SG
2018,4590,3/1/2021,SZ
2068,3429,12/18/2021,MY
2608,3264,6/18/2021,MY
2946,1837,1/9/2019,ID
2476,4042,10/27/2019,PH
2589,2562,6/4/2021,SG
2097,3703,5/8/2021,MY
2625,2453,4/17/2021,SG
2019,3904,10/5/2018,MY
2422,4469,2/12/2020,PH
2332,2589,2/26/2019,SG
2320,4714,4/23/2019,SZ
2028,1928,6/30/2021,ID
2215,2755,7/19/2021,SG
2448,1717,9/27/2020,ID
2987,4126,1/12/2020,PH
2859,1741,9/12/2019,ID
2815,4625,10/16/2019,SZ
2384,2051,11/29/2019,SG
2814,4615,10/23/2018,SZ
2769,1607,1/21/2018,ID
2508,1094,9/20/2020,ID
2821,1379,1/7/2019,ID
2540,3421,7/19/2021,MY
2978,4091,11/23/2018,PH
2159,4969,2/18/2020,SZ
2676,3859,2/17/2018,MY
2352,2806,6/30/2020,SG
2624,3547,3/14/2021,MY
2413,2436,8/18/2019,SG
2925,3078,1/8/2021,MY
2103,4971,7/18/2021,SZ
2185,2083,11/24/2020,SG
2953,4056,3/19/2020,PH
2056,3863,9/7/2020,MY
2333,2011,12/1/2019,SG
2692,4979,12/2/2021,SZ
2465,3880,7/21/2020,MY
2195,4189,2/8/2019,PH
2452,3820,7/14/2019,MY
2116,1213,9/28/2021,ID
2142,3409,3/28/2021,MY
2710,2727,10/22/2021,SG
2807,3363,1/6/2021,MY
2045,3096,4/15/2020,MY
2282,4538,10/6/2018,SZ
2092,4329,6/4/2018,PH
2428,3435,12/15/2019,MY
2806,4804,5/23/2019,SZ
2330,4443,9/19/2021,PH
2647,2693,2/2/2021,SG
2220,3330,5/2/2019,MY
2420,4407,6/4/2018,PH
2376,4014,10/21/2019,PH
2652,1523,5/4/2018,ID
2472,1371,12/20/2018,ID
2258,4854,8/14/2019,SZ
2233,1135,1/3/2021,ID
2912,2041,9/10/2019,SG
2399,3261,8/11/2021,MY
2550,3952,5/3/2019,MY
2190,3569,2/9/2020,MY
2153,2268,7/9/2018,SG
2850,4668,1/7/2018,SZ
2367,2064,3/14/2020,SG
2826,4434,12/20/2021,PH
2413,3151,2/27/2019,MY
2587,4803,2/24/2020,SZ
2960,3421,10/7/2021,MY
2351,3273,12/8/2020,MY
2428,2477,7/28/2020,SG
2719,1482,7/18/2018,ID
2463,4436,3/24/2019,PH
2073,3470,5/20/2019,MY
2551,3142,1/21/2018,MY
2505,1469,2/10/2019,ID
2576,4639,5/7/2019,SZ
2896,4489,2/13/2020,PH
2900,4846,2/27/2019,SZ
2332,3395,10/13/2019,MY
2258,3821,3/16/2019,MY
2935,4506,4/14/2018,SZ
2328,2927,7/7/2018,SG
2253,2754,10/22/2018,SG
2617,1914,11/13/2021,ID
2295,2718,8/20/2018,SG
2085,3611,5/1/2018,MY
2436,4787,8/25/2021,SZ
2820,3623,12/3/2019,MY
2412,3590,10/11/2019,MY
2851,4491,3/7/2020,PH
2223,3032,5/27/2019,MY
2259,3192,5/25/2020,MY
2081,1454,6/18/2018,ID
2375,1867,8/10/2020,ID
2878,2928,7/20/2019,SG
2731,3102,9/15/2018,MY
2270,4106,10/5/2019,PH
2921,3913,10/10/2021,MY
2154,3591,6/21/2020,MY
2247,4160,11/4/2021,PH
2994,3944,8/8/2021,MY
2323,3016,8/8/2020,MY
2728,3521,9/25/2019,MY
2348,3107,1/7/2021,MY
2727,2687,7/22/2021,SG
2756,4756,8/19/2018,SZ
2263,1638,3/10/2018,ID
2164,2197,3/11/2019,SG
2403,2733,6/9/2018,SG
2808,4285,8/31/2018,PH
2261,4113,3/6/2020,PH
2138,2084,9/23/2021,SG
2456,4206,12/15/2018,PH
2455,3527,3/22/2020,MY
2588,3831,11/22/2021,MY
2018,2617,9/9/2018,SG
2427,4945,6/17/2020,SZ
2638,1038,4/16/2020,ID
2382,2029,2/5/2020,SG
2043,4971,12/7/2021,SZ
2966,1899,7/28/2021,ID
2495,1246,11/10/2019,ID
2646,3506,12/13/2021,MY
2259,2213,4/14/2019,SG
2640,3011,4/10/2018,MY
2481,1777,12/4/2018,ID
2402,3097,8/17/2018,MY
2994,1190,9/10/2018,ID
2828,2104,5/17/2021,SG
2419,2299,10/1/2020,SG
2414,2034,6/25/2018,SG
2038,1202,12/16/2021,ID
2597,1121,3/12/2018,ID
2700,1202,1/2/2019,ID
2498,2022,9/19/2021,SG
2017,3149,1/13/2020,MY
2871,2730,7/19/2021,SG
2651,1251,9/2/2018,ID
2485,3833,9/29/2019,MY
2498,3248,6/17/2020,MY
2432,3098,10/17/2021,MY
2586,3787,2/28/2021,MY
2455,2347,11/18/2021,SG
2770,2823,12/25/2018,SG
2967,4579,3/28/2018,SZ
3000,1421,1/12/2019,ID
2182,1348,2/25/2018,ID
2567,2881,3/17/2019,SG
2273,1416,4/11/2019,ID
2270,4838,3/9/2021,SZ
2933,1774,8/13/2020,ID
2456,3674,9/23/2018,MY
2696,3545,10/12/2019,MY
2432,1254,9/2/2020,ID
2847,1810,12/15/2020,ID
2092,2924,1/5/2018,SG
2358,1098,9/26/2020,ID
2085,3873,3/21/2020,MY
2281,1244,8/4/2019,ID
2037,1788,9/23/2021,ID
2894,3520,6/29/2020,MY
2629,2377,1/27/2020,SG
2139,1440,1/29/2020,ID
2118,2573,10/20/2021,SG
2647,2951,5/7/2019,SG
2445,1760,12/5/2018,ID
2489,3950,6/18/2019,MY
2003,3405,8/5/2021,MY
2791,1940,6/5/2021,ID
2011,2949,9/4/2020,SG
2367,1306,11/4/2020,ID
2770,1940,7/10/2019,ID
2763,4926,5/31/2019,SZ
2105,4201,7/25/2019,PH
2776,1844,8/7/2019,ID
2063,2885,9/13/2018,SG
2915,1566,7/25/2021,ID
2171,3317,12/30/2019,MY
2822,4997,6/11/2020,SZ
2165,3768,2/25/2019,MY
2425,3650,11/14/2018,MY
2006,1732,6/4/2019,ID
2702,1535,5/6/2018,ID
2996,1290,11/29/2020,ID
2775,4956,5/27/2020,SZ
2436,3085,4/15/2019,MY
2063,3255,2/8/2019,MY
2693,1419,1/4/2019,ID
2900,1950,11/25/2020,ID
2758,1961,5/17/2019,ID
2300,2976,12/28/2019,SG
2107,1297,11/19/2020,ID
2616,3495,10/23/2021,MY
2409,1991,8/23/2019,ID
2742,2482,7/21/2020,SG
2746,1929,12/2/2019,ID
2535,2382,4/6/2018,SG
2867,4182,5/29/2019,PH
2058,1263,2/21/2019,ID
2371,4851,7/26/2021,SZ
2847,2651,4/14/2018,SG
2351,4203,3/7/2019,PH
2988,3731,1/23/2020,MY
2914,2128,3/7/2021,SG
2964,1487,11/14/2019,ID
2606,3664,3/6/2020,MY
2414,2670,1/20/2021,SG
2165,2494,6/3/2018,SG
2270,1434,12/4/2018,ID
2443,4700,6/26/2019,SZ
2690,3494,2/3/2018,MY
2980,2672,9/16/2018,SG
2987,1664,10/1/2021,ID
2202,4619,11/19/2021,SZ
2260,4030,8/1/2021,PH
2832,3312,12/2/2021,MY
2719,3810,5/21/2018,MY
2265,1415,10/25/2019,ID
2815,2230,3/25/2019,SG
2982,1458,11/23/2018,ID
2790,3982,11/13/2021,MY
2735,1704,5/15/2021,ID
2368,4391,6/6/2021,PH
2191,1789,11/2/2019,ID
2231,2361,4/16/2021,SG
2074,1300,2/9/2021,ID
2869,4980,5/13/2019,SZ
2799,4235,7/8/2019,PH
2065,4000,6/29/2020,PH
2208,1942,3/4/2018,ID
2151,3575,7/21/2021,MY
2710,2099,9/16/2021,SG
2337,1224,2/5/2020,ID
2802,4727,1/30/2019,SZ
2185,1022,6/17/2019,ID
2144,2269,12/7/2019,SG
2319,1705,5/29/2018,ID
2065,3321,2/24/2021,MY
2383,3898,2/9/2021,MY
2873,3204,6/16/2020,MY
2924,2814,9/25/2018,SG
2321,3431,11/10/2021,MY
2008,4874,10/18/2021,SZ
2904,2808,7/21/2020,SG
2602,2983,6/13/2021,SG
2922,2675,3/15/2018,SG
2243,2152,12/12/2018,SG
2518,1750,9/16/2018,ID
2883,1437,12/21/2020,ID
2308,1970,10/6/2020,ID
2331,3168,10/12/2018,MY
2296,1046,7/18/2018,ID
2145,4930,1/2/2020,SZ
2477,3132,5/4/2018,MY
2501,3761,11/5/2018,MY
2175,2908,1/30/2021,SG
2757,1961,1/31/2018,ID
2435,1337,9/10/2020,ID
2192,3255,4/17/2019,MY
2973,3456,8/5/2021,MY
2778,3022,5/3/2020,MY
2026,3483,6/13/2020,MY
2627,1580,8/18/2018,ID
2923,1271,5/12/2020,ID
2805,1728,9/3/2019,ID
2829,2694,5/13/2020,SG
2491,3244,1/20/2019,MY
2371,3989,12/11/2020,MY
2054,3180,2/2/2021,MY
2583,4022,2/3/2018,PH
2013,2396,6/5/2021,SG
2443,1812,2/18/2021,ID
2841,3240,9/27/2019,MY
2526,4527,3/14/2019,SZ
2860,3469,12/21/2018,MY
2412,1372,6/9/2020,ID
2223,2010,9/24/2018,SG
2189,2140,7/5/2019,SG
2419,2217,6/14/2019,SG
2162,4334,11/9/2018,PH
2934,4661,5/14/2020,SZ
2892,3659,3/12/2019,MY
2904,2084,3/30/2021,SG
2235,4271,8/1/2020,PH
2459,1895,6/18/2019,ID
2509,3101,1/31/2018,MY
2676,2488,1/20/2021,SG
2999,1510,9/13/2018,ID
2990,2303,5/23/2021,SG
2792,2018,12/10/2020,SG
2510,4095,6/17/2021,PH
2495,3568,6/21/2021,MY
2673,1219,9/26/2018,ID
2173,1647,8/14/2018,ID
2750,2702,2/25/2021,SG
2093,4833,1/29/2019,SZ
2335,3754,10/26/2020,MY
2669,2736,3/17/2018,SG
2727,3816,10/28/2019,MY
2552,4234,3/21/2021,PH
2220,2112,9/20/2018,SG
2650,2058,10/30/2021,SG
2580,4105,2/21/2018,PH
2169,1640,12/3/2021,ID
2632,3689,8/28/2019,MY
2890,3375,12/31/2020,MY
2503,2422,9/28/2021,SG
2055,1893,9/1/2020,ID
2339,3998,11/4/2019,MY
2946,1147,10/28/2020,ID
2929,3284,3/26/2019,MY
2630,1526,8/21/2019,ID
2507,4698,8/11/2020,SZ
2746,1758,9/28/2021,ID
2639,1222,1/22/2018,ID
2491,2133,12/23/2018,SG
2732,1988,7/15/2018,ID
2015,4068,3/4/2019,PH
2806,1771,3/9/2019,ID
2986,1665,10/14/2021,ID
2520,4287,8/28/2021,PH
2658,1936,8/8/2018,ID
2968,2038,6/14/2019,SG
2870,4142,6/16/2019,PH
2743,1104,9/5/2018,ID
2599,2572,3/30/2021,SG
2008,1729,4/26/2020,ID
2479,4726,1/22/2021,SZ
2149,1089,3/17/2020,ID
2192,1369,9/10/2019,ID
2588,2018,10/20/2021,SG
2663,4231,1/27/2018,PH
2742,1879,6/16/2018,ID
2697,4835,4/13/2021,SZ
2251,3726,10/16/2020,MY
2001,4566,12/29/2021,SZ
2681,4409,6/23/2018,PH
2063,2386,5/5/2018,SG
2911,2614,4/6/2021,SG
2885,2585,4/24/2019,SG
2782,2515,6/28/2020,SG
2706,4169,11/30/2021,PH
2066,1924,10/7/2019,ID
2099,4475,2/9/2021,PH
2175,1178,10/21/2018,ID
2967,4028,4/12/2020,PH
2739,4416,9/19/2020,PH
2111,2487,9/5/2020,SG
2277,2069,5/6/2020,SG
2217,1487,10/31/2020,ID
2666,1471,9/24/2018,ID
2761,4420,11/20/2019,PH
2706,3788,1/19/2018,MY
2762,2523,3/18/2018,SG
2199,2609,11/20/2019,SG
2412,2498,3/8/2021,SG
2487,3019,2/22/2020,MY
2897,4292,2/19/2019,PH
2428,2425,12/3/2020,SG
2014,4778,9/2/2021,SZ
2484,3748,3/15/2018,MY
2619,4080,10/4/2018,PH
2055,1610,7/18/2020,ID
2771,2137,8/3/2019,SG
2807,1965,2/2/2018,ID
2677,1591,1/5/2020,ID
2404,2518,3/20/2021,SG
2935,2167,2/7/2019,SG
2608,4891,5/29/2020,SZ
2718,2196,6/22/2018,SG
2891,4549,3/3/2021,SZ
2343,2383,5/6/2018,SG
2842,2962,9/27/2019,SG
2179,4346,2/17/2018,PH
2720,1428,8/23/2020,ID
2937,3509,4/28/2019,MY
2590,3185,10/25/2020,MY
2715,3911,1/31/2020,MY
2851,1041,10/18/2020,ID
2523,1960,12/28/2019,ID
2112,2647,4/28/2019,SG
2808,3538,6/14/2019,MY
2351,4712,7/27/2019,SZ
2194,1169,8/13/2020,ID
2909,2972,11/21/2018,SG
2219,2873,4/14/2021,SG
2924,4418,9/5/2018,PH
2719,3438,1/31/2018,MY
2853,4305,1/23/2019,PH
2680,3531,12/6/2018,MY
2217,3514,4/4/2020,MY
2771,3481,3/1/2018,MY
2765,4612,10/13/2021,SZ
2781,3404,7/1/2020,MY
2282,2307,2/25/2020,SG
2268,3119,7/22/2018,MY
2042,3846,1/29/2020,MY
2436,3299,8/9/2021,MY
2875,4427,4/3/2020,PH
2846,2625,6/7/2019,SG
2192,1705,1/14/2020,ID
2975,3043,6/27/2018,MY
2652,4725,2/8/2020,SZ
2042,3486,1/11/2021,MY
2295,1939,11/27/2019,ID
2261,2543,1/21/2021,SG
2210,1051,11/22/2018,ID
2503,1855,5/21/2021,ID
2043,3901,2/14/2018,MY
2418,3721,10/6/2018,MY
